year,state_fips,state_abbr,state_name,population_total,population_adult_18_plus,population_male,population_female,education_bachelors_or_higher_25_plus,race_white_alone,race_black_alone,race_asian_alone,ethnicity_hispanic_or_latino,ethnicity_not_hispanic_or_latino,population_density_per_sq_mile
2000,34,NJ,New Jersey,8414350.0,6130243.0,4082813.0,4331537.0,1684861.0,8200595.0,6104705.0,19492.0,1117191.0,7297159.0,1144.1526089782465
2000,35,NM,New Mexico,1819046.0,1254187.0,894317.0,924729.0,266149.0,1752719.0,1214253.0,173483.0,765386.0,1053660.0,14.996485931566145
2000,36,NY,New York,18976457.0,13765206.0,9146748.0,9829709.0,3433212.0,18386275.0,12893689.0,82461.0,2867583.0,16108874.0,402.67147501188293
2000,37,NC,North Carolina,8049313.0,5855953.0,3942695.0,4106618.0,1186713.0,7946053.0,5804656.0,99551.0,378963.0,7670350.0,165.56271135472502
2000,38,ND,North Dakota,642200.0,458736.0,320524.0,321676.0,89843.0,634802.0,593181.0,31329.0,7786.0,634414.0,9.307138467959792
2000,39,OH,Ohio,11353140.0,8137185.0,5512262.0,5840878.0,1563532.0,11195255.0,9645453.0,24486.0,217123.0,11136017.0,277.8499335180096
2000,40,OK,Oklahoma,3450654.0,2448374.0,1695895.0,1754759.0,446771.0,3294669.0,2628434.0,273230.0,179304.0,3271350.0,50.304803912592945
2000,41,OR,Oregon,3421399.0,2477395.0,1696550.0,1724849.0,564566.0,3316654.0,2961623.0,45211.0,275314.0,3146085.0,35.644024706835786
2000,42,PA,Pennsylvania,12281054.0,9010470.0,5929663.0,6351391.0,1847631.0,12138830.0,10484203.0,18348.0,394088.0,11886966.0,274.48173668553756
2000,44,RI,Rhode Island,1048319.0,765703.0,503635.0,544684.0,177817.0,1020068.0,891191.0,5121.0,90820.0,957499.0,1014.0344937657791
2000,45,SC,South Carolina,4012012.0,2876234.0,1948929.0,2063083.0,530055.0,3972062.0,2695560.0,13718.0,95076.0,3916936.0,133.46369179693087
2000,46,SD,South Dakota,754844.0,527363.0,374558.0,380286.0,102012.0,744688.0,669404.0,62283.0,10903.0,743941.0,9.956919180593845
2000,47,TN,Tennessee,5689283.0,4128251.0,2770275.0,2919008.0,732688.0,5626174.0,4563310.0,15152.0,123838.0,5565445.0,137.97251842492645
2000,48,TX,Texas,20851820.0,14305584.0,10352910.0,10498910.0,2972293.0,20337187.0,14799505.0,118362.0,6669666.0,14182154.0,79.82116719291085
2000,49,UT,Utah,2233169.0,1422192.0,1119031.0,1114138.0,312963.0,2185974.0,1992975.0,29684.0,201559.0,2031610.0,27.177550535100444
2000,50,VT,Vermont,608827.0,442570.0,298337.0,310490.0,119025.0,601492.0,589208.0,2420.0,5504.0,603323.0,66.05722680450401
2000,51,VA,Virginia,7078515.0,5141429.0,3471895.0,3606620.0,1374988.0,6935446.0,5120110.0,21172.0,329540.0,6748975.0,179.24788219019
2000,53,WA,Washington,5894121.0,4211102.0,2934300.0,2959821.0,1061425.0,5680602.0,4821823.0,93301.0,441509.0,5452612.0,88.69272259099017
2000,54,WV,West Virginia,1808344.0,1353629.0,879170.0,929174.0,182960.0,1792556.0,1718777.0,3606.0,12279.0,1796065.0,75.22789758472032
2000,55,WI,Wisconsin,5363675.0,3831582.0,2649041.0,2714634.0,779273.0,5296780.0,4769857.0,47228.0,192921.0,5170754.0,99.03790405075539
2000,56,WY,Wyoming,493782.0,348436.0,248374.0,245408.0,69162.0,484899.0,454670.0,11133.0,31669.0,462113.0,5.085652807191115
2004,01,AL,Alabama,4443466.4,3323666.2,2143621.6,2299844.8,614408.0,3403485.8,1548025.5999999999,35241.2,94398.0,922089.1999999997,87.73694237948494
2004,02,AK,Alaska,638765.6,447143.8,325381.6,313384.0,103354.2,473656.4,104589.19999999995,42679.0,29844.8,132739.19999999995,1.1193826871345283
2004,04,AZ,Arizona,5689997.6,4127249.6,2834557.8,2855439.8,910612.0,4549464.4,919337.3999999999,154533.4,1593942.6,1513760.6,50.090617398371464
2004,05,AR,Arkansas,2695824.8,2005855.8,1312786.6,1383038.2,325939.2,2235586.4,759127.5999999999,23760.8,118918.8,560794.0,51.807436003280834
2004,06,CA,California,34997344.0,25226316.2,17372984.0,17624360.0,6402761.2,23645869.2,5764835.799999999,3559107.6,12212014.4,9554682.399999999,224.65990008166685
2004,08,CO,Colorado,4510047.4,3324183.4,2259831.0,2250216.4,1022492.6,3883058.0,844584.1999999997,102853.0,860411.4,1134916.7999999998,43.515680773478756
2004,09,CT,Connecticut,3396913.8,2547061.4,1646349.4,1750564.4,786770.8,2871008.2,803886.2,88843.0,361204.6,777566.0,701.4996406710777
2004,10,DE,Delaware,811589.6,611569.2,393592.2,417997.4,147286.6,635883.8,247396.19999999995,18447.0,47629.8,175013.40000000002,416.51164461596886
2004,11,DC,District of Columbia,526506.2,410113.8,247921.2,278585.0,164693.8,245173.0,269176.2,12795.400000000001,45711.4,116568.39999999997,8624.18018018018
2004,12,FL,Florida,17102484.4,13055278.0,8332576.6,8769907.8,2875336.0,13794438.2,4583908.199999999,307816.2,3268074.2,4713555.0,318.92887539263575
2004,13,GA,Georgia,8694204.2,6329110.2,4263004.2,4431200.0,1475125.2,6027989.0,3122573.0,197013.0,587067.8,1752223.5999999996,151.16808595687723
2004,15,HI,Hawaii,1232833.8,928526.8,610979.0,621854.8,227321.0,437568.39999999997,78211.59999999998,417158.2,96499.0,244333.19999999995,191.95155255713001
2004,16,ID,Idaho,1375297.8,994176.0,685809.6,689488.2,197621.4,1278692.0,240205.59999999998,15622.6,121766.0,293147.0,16.641407052395895
2004,17,IL,Illinois,12436139.4,9129769.4,6088305.6,6347833.8,2305159.4,9625681.0,3267984.5999999996,412350.80000000005,1749747.6,2834586.1999999993,223.99818224162462
2004,18,IN,Indiana,6090794.6,4463704.6,2990014.8,3100779.8,823823.4,5399045.8,1481906.0,61158.200000000004,264953.6,1265894.5999999996,170.0099340955521
2004,19,IA,Iowa,2875297.6,2175360.2,1414467.8,1460829.8,447383.6,2719611.6,599989.6000000001,35005.8,101336.2,613514.1999999997,51.47592796121104
2004,20,KS,Kansas,2667776.4,1970935.2,1318486.8,1349289.6,476565.2,2341970.0,580752.7999999998,47490.4,216972.0,577376.3999999999,32.62986993925541
2004,21,KY,Kentucky,4055260.2,3051642.6,1983323.2,2071937.0,509777.8,3717217.2,961787.3999999999,30172.0,67749.4,826732.3999999999,102.70033130444605
2004,22,LA,Louisiana,4405592.8,3219484.6,2126548.6,2279044.2,563462.0,3120352.5999999996,1711780.2,51809.0,120000.4,935281.1999999997,101.97210899941902
2004,23,ME,Maine,1281923.0,993850.8,625225.0,656698.0,224061.6,1244075.2,254233.19999999995,10145.2,11519.2,259338.19999999995,41.5629583709973
2004,24,MD,Maryland,5428351.6,4011628.2,2615899.6,2812452.0,1210240.0,3723771.0,1930192.7999999998,209907.80000000002,298588.8,1116184.4,559.2208913370674
2004,25,MA,Massachusetts,6216107.4,4720548.0,3010193.6,3205913.8,1534985.4,5365759.2,1363933.1999999997,237032.6,478417.0,1365574.3999999994,796.9307159175698
2004,26,MI,Michigan,9880155.2,7293211.8,4834163.8,5045991.4,1552456.6,8261692.0,2696418.5999999996,193763.80000000002,362077.0,2075741.3999999994,174.74968915207052
2004,27,MN,Minnesota,4975774.2,3707430.0,2468578.2,2507196.0,982302.8,4479379.4,1044184.3999999999,153109.40000000002,174243.6,1026124.1999999997,62.488734312116755
2004,28,MS,Mississippi,2828256.4,2058456.8,1361211.6,1467044.8,327866.2,1938082.6,1173279.7999999998,19548.8,42533.8,577917.7999999998,60.27406870834024
2004,29,MO,Missouri,5624570.2,4208820.6,2741305.0,2883265.2,872483.2,4910891.6,1451999.0,67858.4,142913.6,1163247.0,81.82202255638222
2004,30,MT,Montana,908959.8,694487.8,451808.8,457151.0,159719.4,837069.8,166753.79999999993,15620.0,19801.8,186818.79999999993,6.245180554849402
2004,31,NE,Nebraska,1707833.4,1263820.6,844589.4,863244.0,293890.4,1561038.8,361363.3999999999,22835.2,116899.4,380905.19999999995,22.23041784896602
2004,32,NV,Nevada,2304676.2,1697332.0,1166873.4,1137802.8,304352.6,1833593.8,437060.3999999999,115727.20000000001,529993.2,631604.6,20.993363343334444
2004,33,NH,New Hampshire,1265146.0,953993.0,624332.6,640813.4,268090.4,1216207.2,245735.0,18872.800000000003,26444.2,258420.19999999995,141.31525302564046
2004,34,NJ,New Jersey,8500011.6,6319443.8,4127225.8,4372785.8,1889127.4,6404059.8,2125714.5999999996,500368.80000000005,1269367.8,1926257.3999999994,1155.8005607664713
2004,35,NM,New Mexico,1873569.2,1371508.6,915941.0,957628.2,296048.2,1400007.0,271333.79999999993,52659.79999999999,810856.4,614153.6,15.445983306423058
2004,36,NY,New York,18719511.4,14061444.4,9023940.8,9695570.6,3825788.8,13684169.399999999,4865187.399999999,1013745.8,2996443.0,4176092.3999999985,397.219210463774
2004,37,NC,North Carolina,8338695.4,6194409.8,4078524.6,4260170.8,1356992.2,6393587.4,2573489.5999999996,137346.2,502262.2,1735397.1999999993,171.51488823768852
2004,38,ND,North Dakota,616156.0,471252.8,307028.8,309127.2,102379.0,573322.0,122621.0,10633.0,8399.6,129956.39999999997,8.929693568770217
2004,39,OH,Ohio,11195112.8,8349035.4,5441185.2,5753927.6,1693164.0,9765467.0,2956217.0,134590.8,246535.8,2325985.0,273.9824706827026
2004,40,OK,Oklahoma,3436927.6,2557741.2,1683784.6,1753143.0,491317.4,2730661.8,720162.0,98062.0,218074.4,732644.3999999999,50.10469579963065
2004,41,OR,Oregon,3532367.0,2666397.4,1747672.4,1784694.6,641842.0,3135114.0,638971.7999999998,109081.4,337809.2,782631.3999999999,36.800085760711156
2004,42,PA,Pennsylvania,12039528.4,9145592.4,5825578.2,6213950.2,2049417.4,10533481.2,3063669.3999999994,216848.0,466560.8,2555978.0,269.0836359897816
2004,44,RI,Rhode Island,1035793.4,783805.4,499039.8,536753.6,201077.8,889064.8,219712.59999999998,22466.600000000002,108341.6,222749.3999999999,1001.918534353508
2004,45,SC,South Carolina,4093571.2,3048652.4,1978848.2,2114723.0,606216.6,3013955.6,1478702.4,38391.600000000006,127048.0,839720.0,136.17684218930364
2004,46,SD,South Dakota,747795.2,553303.0,369978.8,377816.4,116320.0,673869.6,138813.59999999998,16261.399999999994,13492.6,154277.79999999993,9.863940589096568
2004,47,TN,Tennessee,5786328.6,4367877.4,2824343.0,2961985.6,827132.0,4825806.8,1676091.5999999996,62089.600000000006,162930.8,1185740.2000000002,140.3260005480794
2004,48,TX,Texas,21986496.0,15637016.0,10868250.8,11118245.2,3363108.2,16884442.2,4913781.0,604494.0,7656396.4,6934545.199999999,84.16472870004947
2004,49,UT,Utah,2388513.8,1635168.8,1196020.6,1192493.2,372136.6,2180216.4,413255.0,43506.4,251579.0,526679.5999999999,29.068088668293708
2004,50,VT,Vermont,603597.4,464290.8,296381.8,307215.6,132792.2,585797.6,120187.19999999995,5811.200000000001,5272.0,123594.19999999995,65.48981952247344
2004,51,VA,Virginia,7281789.4,5444301.8,3554021.4,3727768.0,1567000.8,5594514.0,2141775.5999999996,278025.6,416939.2,1548399.7999999998,184.39536096271243
2004,53,WA,Washington,6095894.6,4577285.2,3029093.6,3066801.0,1193566.6,5126534.0,1126193.4,342684.2,521679.4,1301790.4,91.72894290797814
2004,54,WV,West Virginia,1779068.8,1383733.0,868659.6,910409.2,204414.4,1704502.4,387171.3999999999,7094.8,10567.0,363922.59999999986,74.01003652102216
2004,55,WI,Wisconsin,5373335.8,4034334.8,2652957.8,2720378.0,870413.8,4846841.6,1200331.4,95459.20000000001,232413.8,1123690.7999999998,99.21628648135632
2004,56,WY,Wyoming,494937.2,375566.4,247484.4,247452.8,75387.6,463124.6,93587.59999999998,4745.0,33083.4,106628.19999999995,5.0975506611486665
2008,01,AL,Alabama,4661900.0,1855456.0,2258924.0,2402976.0,22.0,297.0,284.0,4832.0,4531736.0,3188300.0,92.04994813934474
2008,02,AK,Alaska,686293.0,241392.0,357559.0,328734.0,27.3,213.0,268.0,4153.0,643705.0,450038.0,1.202670435761752
2008,04,AZ,Arizona,6500180.0,2410039.0,3258694.0,3241486.0,25.1,146775.0,2690.0,15183.0,4540983.0,3781993.0,57.222876403418205
2008,05,AR,Arkansas,2855390.0,1115286.0,1398560.0,1456830.0,18.8,-999999999.0,-999999999.0,2402.0,2697912.0,2159061.0,54.873905266176074
2008,06,CA,California,36756666.0,13802814.0,18383523.0,18373143.0,29.6,7838.0,4518.0,439003.0,23299269.0,15453123.0,235.95358867504922
2008,08,CO,Colorado,4939456.0,1859988.0,2487842.0,2451614.0,35.6,7228.0,2341.0,23121.0,3942396.0,3496374.0,47.65887615519169
2008,09,CT,Connecticut,3501252.0,1396703.0,1709297.0,1791955.0,35.6,-999999999.0,-999999999.0,6732.0,3081861.0,2577077.0,723.046613634674
2008,10,DE,Delaware,873092.0,348910.0,422659.0,450433.0,27.5,-999999999.0,-999999999.0,1401.0,813999.0,595514.0,448.0749689511121
2008,11,DC,District of Columbia,591833.0,257251.0,279839.0,311994.0,48.2,-999999999.0,-999999999.0,2027.0,540709.0,194261.0,9694.234234234234
2008,12,FL,Florida,18328340.0,7378797.0,8996705.0,9331635.0,25.8,80.0,761.0,23251.0,14482376.0,11015640.0,341.7887557911681
2008,13,GA,Georgia,9685744.0,3680753.0,4767677.0,4918067.0,27.5,234.0,190.0,53915.0,8915762.0,5608325.0,168.40821170824447
2008,15,HI,Hawaii,1288198.0,502200.0,649535.0,638663.0,29.1,-999999999.0,-999999999.0,40232.0,1175878.0,319553.0,200.57172840409615
2008,16,ID,Idaho,1523816.0,556905.0,766323.0,757493.0,24.0,619.0,269.0,1462.0,1367985.0,1296111.0,18.438510065931684
2008,17,IL,Illinois,12901564.0,4990571.0,6353674.0,6547890.0,29.9,0.0,788.0,58810.0,10933996.0,8316844.0,232.38135172994149
2008,18,IN,Indiana,6376792.0,2464442.0,3136086.0,3240706.0,22.9,348.0,1061.0,10683.0,6048067.0,5296340.0,177.99286609682156
2008,19,IA,Iowa,3002557.0,1173928.0,1480463.0,1522094.0,24.3,118.0,1459.0,5773.0,2878662.0,2709144.0,53.75422976440071
2008,20,KS,Kansas,2802134.0,1069557.0,1389348.0,1412786.0,29.6,549.0,199.0,5408.0,2547837.0,2247926.0,34.27321269217522
2008,21,KY,Kentucky,4269245.0,1688832.0,2086782.0,2182463.0,19.7,44.0,121.0,4453.0,4170899.0,3746399.0,108.11954209987556
2008,22,LA,Louisiana,4410796.0,1732165.0,2139612.0,2271184.0,20.3,0.0,532.0,6794.0,4261395.0,2724579.0,102.09254257138822
2008,23,ME,Maine,1316456.0,541007.0,640629.0,675827.0,25.4,-999999999.0,-999999999.0,1302.0,1303106.0,1252748.0,42.682599442594935
2008,24,MD,Maryland,5633597.0,2252037.0,2728031.0,2905566.0,35.2,409.0,0.0,40625.0,5259586.0,3237905.0,580.3649741062884
2008,25,MA,Massachusetts,6497967.0,2647434.0,3152206.0,3345761.0,38.1,417.0,63.0,21320.0,5941069.0,5103966.0,833.0662841055068
2008,26,MI,Michigan,10003422.0,3916185.0,4918443.0,5084979.0,24.7,319.0,874.0,23561.0,9590136.0,7736098.0,176.92990135994864
2008,27,MN,Minnesota,5220393.0,2012584.0,2596324.0,2624069.0,31.5,52.0,5423.0,14160.0,5004572.0,4453462.0,65.56080281573752
2008,28,MS,Mississippi,2938618.0,1141561.0,1427841.0,1510777.0,19.4,9.0,848.0,1682.0,2880233.0,1721781.0,62.6260275551981
2008,29,MO,Missouri,5911605.0,2332399.0,2885591.0,3026014.0,25.0,194.0,1092.0,10508.0,5724776.0,4852913.0,85.99758922991519
2008,30,MT,Montana,967440.0,375166.0,481256.0,486184.0,27.1,444.0,5999.0,334.0,940122.0,850040.0,6.64697985101597
2008,31,NE,Nebraska,1783432.0,682400.0,883051.0,900381.0,27.1,35.0,4026.0,2155.0,1643661.0,1501319.0,23.214464926858305
2008,32,NV,Nevada,2600167.0,951856.0,1324346.0,1275821.0,21.9,4904.0,947.0,10371.0,1931635.0,1481654.0,23.68499773822799
2008,33,NH,New Hampshire,1315809.0,525081.0,647416.0,668393.0,33.3,-999999999.0,-999999999.0,1300.0,1281204.0,1223665.0,146.97424784840243
2008,34,NJ,New Jersey,8682661.0,3433250.0,4251963.0,4430698.0,34.4,-999999999.0,-999999999.0,75633.0,7264116.0,5333035.0,1180.6365596895387
2008,35,NM,New Mexico,1984356.0,761762.0,979396.0,1004960.0,24.7,110594.0,548.0,3322.0,1093345.0,824517.0,16.359326172740474
2008,36,NY,New York,19490297.0,7875829.0,9461978.0,10028319.0,31.9,368.0,141.0,123143.0,16241770.0,11642592.0,413.5749176682284
2008,37,NC,North Carolina,9222414.0,3618706.0,4511067.0,4711347.0,26.1,126.0,134.0,16523.0,8539898.0,6187198.0,189.6917000339998
2008,38,ND,North Dakota,641481.0,251012.0,322965.0,318516.0,26.9,0.0,9883.0,52.0,628535.0,575970.0,9.296718298918274
2008,39,OH,Ohio,11485910.0,4548398.0,5600023.0,5885887.0,24.1,312.0,840.0,14353.0,11186132.0,9465227.0,281.0992668014172
2008,40,OK,Oklahoma,3642361.0,1404436.0,1794927.0,1847434.0,22.2,369.0,1234.0,5566.0,3363601.0,2596332.0,53.09957355442648
2008,41,OR,Oregon,3790060.0,1482803.0,1884732.0,1905328.0,28.1,580.0,1078.0,15760.0,3374016.0,3028416.0,39.48472314406769
2008,42,PA,Pennsylvania,12448279.0,5041345.0,6056221.0,6392058.0,26.3,119.0,411.0,32048.0,11853151.0,10112346.0,278.21921788358776
2008,44,RI,Rhode Island,1050788.0,431103.0,506854.0,543934.0,30.0,-999999999.0,-999999999.0,1453.0,928582.0,823394.0,1016.4227469264179
2008,45,SC,South Carolina,4479800.0,1779802.0,2179245.0,2300555.0,23.7,-999999999.0,-999999999.0,3444.0,4297606.0,2914748.0,149.02513913514989
2008,46,SD,South Dakota,804194.0,307794.0,401590.0,402604.0,25.1,28.0,57342.0,874.0,785249.0,691892.0,10.607880122937305
2008,47,TN,Tennessee,6214888.0,2465861.0,3026666.0,3188222.0,22.9,60.0,237.0,7768.0,5986991.0,4785701.0,150.7191238489726
2008,48,TX,Texas,24326974.0,8903240.0,12147242.0,12179732.0,25.3,2421.0,1244.0,66753.0,15456502.0,11488049.0,93.12412340752967
2008,49,UT,Utah,2736424.0,943499.0,1379910.0,1356514.0,29.1,16994.0,356.0,6377.0,2407356.0,2234480.0,33.30213770004048
2008,50,VT,Vermont,621270.0,253136.0,305282.0,315988.0,32.1,-999999999.0,-999999999.0,1397.0,613672.0,590057.0,67.40728203058374
2008,51,VA,Virginia,7769089.0,3063489.0,3822265.0,3946824.0,33.7,1457.0,185.0,57034.0,7239253.0,5189489.0,196.73515557953908
2008,53,WA,Washington,6549224.0,2527297.0,3267498.0,3281726.0,30.7,1378.0,2892.0,65834.0,5905540.0,4928944.0,98.55048910910635
2008,54,WV,West Virginia,1814468.0,739338.0,888173.0,926295.0,17.1,-999999999.0,-999999999.0,1218.0,1794070.0,1696007.0,75.48265865054012
2008,55,WI,Wisconsin,5627968.0,2190308.0,2797965.0,2830003.0,25.7,311.0,694.0,8247.0,5341856.0,4780733.0,103.91795826270638
2008,56,WY,Wyoming,532668.0,201764.0,269287.0,263381.0,23.6,-999999999.0,-999999999.0,515.0,491504.0,461606.0,5.48615484059945
2012,01,AL,Alabama,4822023.0,1935828.0,2336291.0,2485732.0,-888888888.0,-999999999.0,-999999999.0,10415.0,4636582.0,3212468.0,95.21160193842157
2012,02,AK,Alaska,731449.0,260040.0,381094.0,350355.0,-888888888.0,488.0,317.0,3440.0,687763.0,460453.0,1.281802506462251
2012,04,AZ,Arizona,6553255.0,2501924.0,3260687.0,3292568.0,-888888888.0,145029.0,1752.0,16830.0,4577151.0,3730370.0,57.69011025926703
2012,05,AR,Arkansas,2949131.0,1155761.0,1449265.0,1499866.0,-888888888.0,-999999999.0,-999999999.0,1473.0,2751266.0,2179168.0,56.675387639356835
2012,06,CA,California,38041430.0,14609435.0,18917773.0,19123657.0,-888888888.0,8701.0,4172.0,469136.0,23503769.0,14904055.0,244.20092744077164
2012,08,CO,Colorado,5187582.0,1983478.0,2601370.0,2586212.0,-888888888.0,8028.0,2973.0,17831.0,4098840.0,3599838.0,50.052946738041925
2012,09,CT,Connecticut,3590347.0,1453449.0,1749806.0,1840541.0,-888888888.0,-999999999.0,-999999999.0,9652.0,3079700.0,2512773.0,741.4457000305637
2012,10,DE,Delaware,917092.0,372111.0,444691.0,472401.0,-888888888.0,-999999999.0,-999999999.0,2020.0,838279.0,589642.0,470.655978322231
2012,11,DC,District of Columbia,632323.0,278819.0,299036.0,333287.0,-888888888.0,-999999999.0,-999999999.0,2428.0,569597.0,222975.0,10357.461097461099
2012,12,FL,Florida,19317568.0,7915200.0,9441001.0,9876567.0,-888888888.0,311.0,1059.0,26197.0,14833367.0,10966711.0,360.23598054331615
2012,13,GA,Georgia,9919945.0,3849266.0,4851053.0,5068892.0,-888888888.0,-999999999.0,-999999999.0,58458.0,9015602.0,5460416.0,172.4803172264455
2012,15,HI,Hawaii,1392313.0,543566.0,701196.0,691117.0,-888888888.0,-999999999.0,-999999999.0,21986.0,1260570.0,317032.0,216.7823773127208
2012,16,ID,Idaho,1595728.0,589703.0,798712.0,797016.0,-888888888.0,767.0,146.0,2108.0,1410569.0,1330942.0,19.308661144448564
2012,17,IL,Illinois,12875255.0,5059321.0,6316653.0,6558602.0,-888888888.0,511.0,1276.0,61734.0,10775247.0,8093687.0,231.9074773235003
2012,18,IN,Indiana,6537334.0,2545468.0,3217145.0,3320189.0,-888888888.0,66.0,873.0,11485.0,6128434.0,5289249.0,182.474011272784
2012,19,IA,Iowa,3074186.0,1198061.0,1524107.0,1550079.0,-888888888.0,0.0,1096.0,3212.0,2913542.0,2705704.0,55.03659067338405
2012,20,KS,Kansas,2885905.0,1097193.0,1434617.0,1451288.0,-888888888.0,1491.0,1103.0,6482.0,2570129.0,2234826.0,35.297825112721924
2012,21,KY,Kentucky,4380415.0,1729762.0,2154939.0,2225476.0,-888888888.0,495.0,161.0,4300.0,4246380.0,3760302.0,110.93494611047771
2012,22,LA,Louisiana,4601893.0,1803733.0,2248888.0,2353005.0,-888888888.0,271.0,255.0,4556.0,4394257.0,2748748.0,106.51568492659227
2012,23,ME,Maine,1329192.0,549638.0,650714.0,678478.0,-888888888.0,-999999999.0,-999999999.0,995.0,1310741.0,1250688.0,43.09553051397209
2012,24,MD,Maryland,5884563.0,2376338.0,2849291.0,3035272.0,-888888888.0,-999999999.0,-999999999.0,44184.0,5374115.0,3166263.0,606.2191266293671
2012,25,MA,Massachusetts,6646144.0,2740691.0,3219753.0,3426391.0,-888888888.0,-999999999.0,-999999999.0,25718.0,5972259.0,5003798.0,852.0631892575185
2012,26,MI,Michigan,9883360.0,3926154.0,4851429.0,5031931.0,-888888888.0,23.0,432.0,21651.0,9428442.0,7523647.0,174.80637224990227
2012,27,MN,Minnesota,5379139.0,2083490.0,2670741.0,2708398.0,-888888888.0,123.0,5551.0,15734.0,5115114.0,4424944.0,67.55442957981201
2012,28,MS,Mississippi,2984926.0,1174551.0,1442072.0,1542854.0,-888888888.0,-999999999.0,-999999999.0,1839.0,2904805.0,1717214.0,63.6129152976764
2012,29,MO,Missouri,6021988.0,2387266.0,2953591.0,3068397.0,-888888888.0,433.0,417.0,10087.0,5800469.0,4848758.0,87.60335820331002
2012,30,MT,Montana,1005141.0,394345.0,503458.0,501683.0,-888888888.0,342.0,4848.0,1085.0,973676.0,876782.0,6.906011715899738
2012,31,NE,Nebraska,1855525.0,707930.0,923099.0,932426.0,-888888888.0,379.0,4354.0,2267.0,1676641.0,1509066.0,24.152880532259573
2012,32,NV,Nevada,2758931.0,1044606.0,1391864.0,1367067.0,-888888888.0,2194.0,736.0,12230.0,2006880.0,1455200.0,25.131183687404345
2012,33,NH,New Hampshire,1320718.0,536500.0,648288.0,672430.0,-888888888.0,-999999999.0,-999999999.0,3035.0,1280580.0,1212389.0,147.52257711403885
2012,34,NJ,New Jersey,8864590.0,3550708.0,4321436.0,4543154.0,-888888888.0,-999999999.0,-999999999.0,97923.0,7223191.0,5134994.0,1205.3746012493507
2012,35,NM,New Mexico,2085538.0,799583.0,1034877.0,1050661.0,-888888888.0,114213.0,597.0,1298.0,1105814.0,827066.0,17.193485638486656
2012,36,NY,New York,19570261.0,8001175.0,9485872.0,10084389.0,-888888888.0,42.0,471.0,135092.0,16016575.0,11227534.0,415.2717160657296
2012,37,NC,North Carolina,9752073.0,3883310.0,4751047.0,5001026.0,-888888888.0,203.0,723.0,19929.0,8907177.0,6292533.0,200.58601860919154
2012,38,ND,North Dakota,699628.0,267622.0,357591.0,342037.0,-888888888.0,168.0,10871.0,222.0,682956.0,616194.0,10.139418673406684
2012,39,OH,Ohio,11544225.0,4602815.0,5642634.0,5901591.0,-888888888.0,651.0,1144.0,15316.0,11169949.0,9309291.0,282.52643310722357
2012,40,OK,Oklahoma,3814820.0,1468437.0,1889807.0,1925013.0,-888888888.0,1224.0,881.0,8154.0,3458521.0,2585779.0,55.61373932646907
2012,41,OR,Oregon,3899353.0,1550013.0,1932789.0,1966564.0,-888888888.0,428.0,747.0,19630.0,3425198.0,3026649.0,40.62333410183209
